# Korean line of the packed UI text (see uitext.ko.tsv), a tab, the English line. Applied by uitext_apply.pl.
여러 학자들은 뱀파이어를 전설보다는 과학적으로 증명해 보고 싶어했다. 여러 과학적 증명 가운데 광견병과 관련지어 연구 결과가 하나 나왔다. 스페인의 한 신경학자는 신경학회지에서 흡혈귀 특징과 광견병 환자의 증상 등을 분석, 흡혈귀는 광견병 환자에 대한 오해에서 비롯된 것으로 보인다고 주장했으며, 사람들이 광견병 환자를 흡혈귀로 오인할 수 있는 여러가지 증상의 유사점을 제시했다. 흡혈귀가 일반적으로 남자라는 점은 광견병에 걸리는 확률이 여성보다 남성이 7배나 높은 점과 일치하며 다른 사람을 무는 것도 광견병 환자에게서 자주 보이는 증상이다. 	Many scholars wanted to explain vampires through science rather than legend. Among the various scientific explanations, one study linked them to rabies. A Spanish neurologist, writing in a neurology journal, analyzed the traits of vampires alongside the symptoms of rabies patients and argued that the vampire most likely grew out of a misunderstanding of people suffering from rabies, pointing out a number of similar symptoms that could lead people to mistake a rabies victim for a vampire. That vampires are generally male fits the fact that men are seven times more likely than women to contract rabies, and biting other people is also a symptom often seen in rabies patients.
1. 마늘과 거울 등을 싫어한다 : 광견병 환자는 자극에 매우 민감하다. 물과 빛, 냄새, 거울 등 자극에 얼굴을 찡그리거나 거친 소리를 내며 이를 드러내는 반응을 보인다. 	1. They hate garlic, mirrors and the like: rabies patients are extremely sensitive to stimuli. Faced with water, light, smells, mirrors and so on, they grimace or make harsh noises and bare their teeth.
2. 밤에 돌아다닌다 : 광견병 환자는 불면증과 함께 밤에 방황하는 증상이 있다. 또 광견병이 감정과 행동을 통제하는 대뇌에 영향을 미쳐 과도한 성욕증상을 보인다. 	2. They roam at night: rabies patients suffer from insomnia and tend to wander at night. Rabies also affects the part of the brain that controls emotion and behavior, producing excessive sexual desire.
3. 박쥐나 다른 동물로 변신한다 : 광견병 바이러스는 박쥐, 개, 늑대 같은 동물을 감염시켜 광견병 증상을 보이게 할 수 있으며 사람들은 이 동물을 광견병 환자와 동일시한 것으로 보인다. 	3. They turn into bats or other animals: the rabies virus can infect animals such as bats, dogs and wolves and give them the symptoms of rabies, and people seem to have identified these animals with rabies patients.
4. 시체가 살아있는 것처럼 보인다 : 광견병으로 죽은 사람은 피가 더디게 굳어 입으로 피가 흐를 수 있다. 더욱이 동유럽 발칸반도같이 춥고 습기가 많은 지역에서는 시체가 수개월에서 수년간 보존될 수 있다. 	4. Their corpses look alive: in someone who died of rabies the blood clots slowly, so blood may flow from the mouth. Moreover, in cold, damp regions such as the Balkan Peninsula of Eastern Europe, a corpse can be preserved for months or even years.
5. 흡혈귀 전설의 시초 : 1721-1728 사이에 헝가리에서 광견병이 크게 유행했다는 기록이 있다. 이는 흡혈귀 전설이 시작된 시기 및 장소와 일치하는 것이다. 	5. The origin of the vampire legend: records show that a great rabies epidemic swept Hungary between 1721 and 1728. This matches the time and place in which the vampire legend began.
공포 영화에 자주 나오는 흡혈 박쥐는 아메리카 대륙의 열대 지방에 주로 살고있다. 몸집은 사람 손보다도 작은 정도이지만, 흡혈 박쥐는 소나 새, 심지어는 사람의 피까지 빨아 먹는다. 흡혈 박쥐는 보통 자고 있는 동물의 몸 위에 살며시 내려 앉아 면도날처럼 날카로운 이빨로 이들의 피부에 미세한 상처를 내고는 혀를 안쪽으로 말아 피가 입 안으로 흘러들어오게 한다. 사실 피를 빠는 것은 아니고 대단히 빠른 속도로 피를 핥는 것이다. 흡혈 박쥐 1마리가 1 년에 먹는 피의 양은 약 11리터 정도로 알려져 있다. 	The vampire bats that so often appear in horror films live mainly in the tropics of the Americas. Though smaller than a human hand, vampire bats feed on the blood of cattle, birds and even people. A vampire bat usually lands softly on a sleeping animal, makes a tiny cut in its skin with razor-sharp teeth, then curls its tongue so that the blood runs into its mouth. In fact it does not suck the blood at all but laps it up very quickly. A single vampire bat is said to consume about 11 liters of blood a year.
고대의 흡혈귀에 대한 이야기는 매우 오랜전 시기부터 존재해 왔었다. 고대 바빌로니아에서는 수백 명의 악마 중에 뱀파이어가 포함되어 있으며, 드라큐라의 무대가 되는 루마니아와 발칸 지방과 중국, 스코틀랜드, 터키 등에도 뱀파이어의 전설이 남아 있다. 1710년 페스트가 창궐해 동부 프로이센을 유린할 당시, 그 지역을 지배하던 오스트리아 당국자들이 그들의 주목을 끄는 흡혈귀를 체계적으로 조사하기 시작했다. 한번은 흡혈귀들이 그 재앙에 책임이 있다고 지목돼 한 공동묘지의 무덤을 모조리 파헤치기도 했다.	Tales of vampires go back to very ancient times. In ancient Babylonia vampires were counted among hundreds of demons, and vampire legends survive in Romania and the Balkans, where Dracula is set, as well as in China, Scotland, Turkey and elsewhere. When plague broke out and ravaged East Prussia in 1710, the Austrian authorities who ruled the region began a systematic investigation of the vampires that had drawn their attention. Once, vampires were even blamed for the disaster, and every grave in a cemetery was dug up.
이 기간 동안에 정말 특이한 사건이 두 건 있었다. 하나는 헝가리 농부인 페테르 플로고요비츠 사건이었다. 폴로고요비츠는 1725년에 죽었다가 흡혈귀가 되어 키실로바라는 작은 마을에서 8명을 죽인 것으로 알려졌다. 또 다른 한 건은 농부인 아르놀트 파올레가 1726년 건초 마차에서 떨어져 죽었다가 역시 흡혈귀가 되어 메드베지아라는 세르비아 지방의 한 마을에서 사람과 가축을 상당수 죽인 사건이다. 바로 이 플로고요비츠 사건 기록에 흡혈귀 "vampire"를 뜻하는 독일어 단어 "vanpir"가 공식적으로 처음 등장한다. 아르놀트 파올레 사건은 플로고요비츠 사건보다 더 큰 소동을 일으켜 1731년 12월에 공식 조사가 시작되었다. 플로고요비츠와 파올레 덕분에 유럽 전역에서 관련 자료를 인쇄하느라 엄청난 양의 잉크가 소비되었다.	Two truly remarkable cases occurred during this period. One was the case of the Hungarian peasant Peter Plogojowitz. Plogojowitz died in 1725 and was said to have become a vampire and killed eight people in the small village of Kisilova. The other was the case of the peasant Arnold Paole, who died in 1726 after falling from a hay wagon and likewise became a vampire, killing a great many people and livestock in a Serbian village called Medvegia. It was in the records of the Plogojowitz case that "vanpir", the German word for "vampire", first appeared officially. The Arnold Paole case caused an even greater stir than the Plogojowitz case, and an official inquiry began in December 1731. Thanks to Plogojowitz and Paole, vast quantities of ink were spent all over Europe printing material on the subject.
루이 15세의 베르사유 궁정에서 인기 잡지 "르 글라뇌르"는 1732년 3월 3일자에서 파올레 사건을 상세하게 다루었는데, 여기서 흡혈귀라는 뜻의 프랑스어 "vampyre"가 처음으로 사용되었다.그해 3월 11일자 "런던 저널"이 영어권 사람에게 "vampire"라는 단어를 처음으로 소개했다. 	At the Versailles court of Louis XV, the popular magazine "Le Glaneur" covered the Paole case in detail in its issue of March 3, 1732, and there the French word "vampyre" was used for the first time. On March 11 of the same year, the "London Journal" introduced the word "vampire" to English speakers for the first time.
- 서인도 여러 섬의 흡혈귀 전설 	- Vampire legends of the West Indies
서인도 여러 섬 중 그레나다라는 곳에는 루갈 이라는 흡혈귀가 있다. 루갈은 악마와 계약을 맺은 노파로서, 마법을 가르쳐준 사례로 밤중에 악마에게 사람의 피를 대접한다고 한다. 루갈은 매일밤, 어느 신비로운 나무가 자라는 곳으로 가서, 자기의 살 가죽을 벗겨 나무 속에 숨기고, 자신은 빛을 내는 불덩어리가 되어 사방을 날아다닌다. 해가 지기 전에 대문 앞에 모래 와 쌀을 섞어 뿌리고, 문을 단단히 걸어 잠그면 루갈의 습격을 막을 수 있다고 한다. 	On Grenada, one of the islands of the West Indies, there is a vampire called the Loogaroo. The Loogaroo is an old woman who has made a pact with the Devil, and in return for being taught magic she serves him human blood by night. Every night the Loogaroo goes to a place where a certain mysterious tree grows, peels off her skin and hides it inside the tree, then flies about in every direction as a glowing ball of fire. It is said that scattering a mixture of sand and rice in front of the gate before sunset and locking the door tight will keep the Loogaroo away.
- 폴리네시아의 흡혈귀 전설 	- Vampire legends of Polynesia
태평양 한복판, 폴리네시아의 섬들이 산재해 있는곳에 찌이라는 흡혈귀가 있다. 이것은 죽은 자가 소생한 것이 아니라 산 인간이 원수진 인간을 괴롭히기 위해, 일부러 죽은 사람의 살과 피를 은밀히 먹고 흡혈귀가 된 것으로, 죽은 사람의 살과 피를 먹으면 그 죽은 사람의 혼백과 이야기를 나눌수 있게 되어 그 혼백이 그 인간을 위해서 복수를 해준다고 한다. 단, 어떤 약초를 태운 연기를 쏘이면, 그 인간은 자기가 찌이가 된것을 자백한다고 한다. 	In the middle of the Pacific, where the islands of Polynesia lie scattered, there is a vampire called the Tii. It is not a dead person brought back to life but a living person who, in order to torment an enemy, has secretly eaten the flesh and blood of the dead and so become a vampire. By eating a dead person's flesh and blood one can speak with that person's spirit, and the spirit then takes revenge on one's behalf. However, if such a person is exposed to the smoke of a certain burning herb, he will confess that he has become a Tii.
뱀파이어에 관한 기록은 성서의 일부분에서도 볼 수 있다. 지금은 그 기록이 지금의 성서에서 삭제되었지만 바빌로니아 시대의 릴리스가 그 이전 시대에 어떻게 그려졌는가하는 것은 헤브루의 경외전설에서 찾아볼 수 있다. 이브가 만들어지기 전 아담의 첫째 아내였던 릴리스가 바로 뱀파이어의 원형인 것이다. 성에 어리숙했던 아담에게 화가 난 릴리스는 그의 곁을 떠나 악마의 여왕이 된다. 그녀 역시 라미아와 스트리게처럼 어린아이의 피를 빨아먹고 잠자는 젊은 남자의 생식력을 앗아갔다. 헤브루인들의 믿음으로 볼 때 릴리스는 살아 있는 생물의 피를 마시지 못하게 한 모세의 율법을 정면으로 어기고 있었다. "내가 이스라엘 백성에게 일러둔다. 너희는 어떤 생물의 피도 먹지마라. 피는 곧 모든 생물의 생명이다. 그것을 먹는 사람은 겨레 가운데서 추방하리라."(레위기 17:14) 헤브루인들은 언제나 피와 복잡한 관계를 맺었다. 그들에게 피는 생명의 상징이면서 불순함의 표시였다. 피는 신처에 생명을 불어넣는 신성한 것인데, 오직 신만이 생명과 죽음을 주재했다. 동시에 그것은 악마의 유혹에 넘어간 이브 이래로 인간성을 오염시킨 저주와도 연결되어 있다. 그 저주로 말미암아 인류가 타락했고, 신이 이브의 후예에게 내린 벌인 월경은 바로 불순한 상처의 증거로서 받아들여졌다. 헤브루 전설에서 월경 때 비치는 피는 다양한 재난의 원천으로 묘사되고 있다. 	Records of vampires can be found even in parts of the Bible. Though those passages have since been removed from today's Bible, how the Babylonian Lilith was portrayed in still earlier ages can be traced in Hebrew apocryphal legend. Lilith, Adam's first wife before Eve was created, is the very prototype of the vampire. Angered by Adam's clumsiness in matters of love, Lilith left his side and became the queen of demons. Like the Lamia and the Striges, she too sucked the blood of little children and robbed sleeping young men of their potency. By Hebrew belief, Lilith flatly defied the law of Moses, which forbade drinking the blood of any living creature. "I say to the people of Israel: you shall not eat the blood of any creature, for the life of every creature is its blood. Whoever eats it shall be cut off from his people." (Leviticus 17:14) The Hebrews always had a complicated relationship with blood. To them blood was both the symbol of life and a mark of impurity. Blood was the sacred thing that breathed life into the body, and God alone ruled over life and death. At the same time it was bound up with the curse that had tainted humanity ever since Eve gave in to the Devil's temptation. Through that curse mankind fell, and menstruation, the punishment God laid upon the daughters of Eve, was taken as the proof of an impure wound. In Hebrew legend, menstrual blood is described as the source of all manner of disasters.
슬라브의 여러 민족에게 전해지고 있는 민간 신앙 중에서도 흡혈귀에 대한 것은 특이하다. 	Among the folk beliefs handed down among the Slavic peoples, the belief in vampires is a peculiar one.
'흡혈귀'를 의미하는 슬라브 어는 공통적으로 Qpyr에서 유래하며 이 신앙은 공통의 뿌리를 갖고 있다. 슬라브의 여러 민족 사이에서는 죄인, 주술사, 늑대 인간 등은 사후에도 그 육체가 소멸되지 않고 흡혈귀가 된다고 믿었으며, 자살 등의 방법으로 죽음을 당하는 자도 마찬가지로 흡혈귀가 된다고 믿었다. 흡혈귀가 된 사체는 얼굴이 붉고 눈은 크게 치켜뜨고 있다. 	The Slavic words meaning 'vampire' all derive from Qpyr, and the belief shares a common root. Among the Slavic peoples it was believed that sinners, sorcerers, werewolves and the like did not decay after death but became vampires, and that those who met their death by suicide or similar means became vampires as well. The corpse of one who has become a vampire has a red face and wide, staring eyes.
세르비아에서는 흡혈귀와 인간의 여자사이에서 뼈도 이도 없는 기형아가 태어난다고 믿었는데, 이 아이만이 흡혈귀를 알아볼 수 있으며, 죽일 수 있다고도 한다. 슬라브의 흡혈귀의 신앙에서 죄인은 만물의 어머니인 대지가 그 육체를 받아주지 않는다는 그들의 관념에서 유래한 것이다. 하지만 혹한의 슬라브 북부에서는 매장된 사체가 실제로 부패하지 않는 것도 충분한 근거가 된다. 	In Serbia it was believed that a vampire and a human woman could produce a deformed child with neither bones nor teeth, and that only this child could recognize a vampire and kill it. The Slavic belief that sinners become vampires comes from the idea that the earth, mother of all things, refuses to accept their bodies. Yet in the bitter cold of the Slavic north, the fact that buried corpses really did not decay was reason enough.
- 말레이반도의 흡혈귀 전설 	- Vampire legends of the Malay Peninsula
말레이 반도에서는 오래 전부터, 베난가란이라는 흡혈귀의 존재가 믿어지고 있다. 베난가란은 몸퉁이가 없고, 목 밑에 오장육부를 그대로 매단 채 떠돌아다니며 어린 아이의 피를 빨 기회를 노리는 흡혈귀로 특히 아이를 낳은 산모의 피를 좋아한다고 한다. 가시가 있는 나무를 문과 창틀에 걸어둠으로써 베난가란의 밥통이나 창자가 가시에 걸려 집안으로 들어오지 못하게 막는다고 한다. 	On the Malay Peninsula people have long believed in a vampire called the Penanggalan. The Penanggalan has no body; it floats about with its entrails dangling beneath its neck, waiting for a chance to suck the blood of small children, and it is said to be especially fond of the blood of women who have just given birth. People hang thorny branches on their doors and window frames so that the Penanggalan's stomach or intestines catch on the thorns and it cannot get into the house.
- 일본의 흡혈귀 전설 	- Vampire legends of Japan
